facet	hue	bin_center	mean_density	error	n_seeds
cross	6	3.427685e-06	0.000000e+00	0.000000e+00	100
cross	6	3.463957e-06	0.000000e+00	0.000000e+00	100
cross	6	3.500228e-06	0.000000e+00	0.000000e+00	100
cross	6	3.536500e-06	0.000000e+00	0.000000e+00	100
cross	6	3.572772e-06	0.000000e+00	0.000000e+00	100
cross	6	3.609044e-06	0.000000e+00	0.000000e+00	100
cross	6	3.645316e-06	0.000000e+00	0.000000e+00	100
cross	6	3.681587e-06	0.000000e+00	0.000000e+00	100
cross	6	3.717859e-06	0.000000e+00	0.000000e+00	100
cross	6	3.754131e-06	0.000000e+00	0.000000e+00	100
cross	6	3.790403e-06	0.000000e+00	0.000000e+00	100
cross	6	3.826675e-06	0.000000e+00	0.000000e+00	100
cross	6	3.862946e-06	0.000000e+00	0.000000e+00	100
cross	6	3.899218e-06	0.000000e+00	0.000000e+00	100
cross	6	3.935490e-06	0.000000e+00	0.000000e+00	100
cross	6	3.971762e-06	0.000000e+00	0.000000e+00	100
cross	6	4.008034e-06	0.000000e+00	0.000000e+00	100
cross	6	4.044305e-06	0.000000e+00	0.000000e+00	100
cross	6	4.080577e-06	0.000000e+00	0.000000e+00	100
cross	6	4.116849e-06	0.000000e+00	0.000000e+00	100
cross	6	4.153121e-06	0.000000e+00	0.000000e+00	100
cross	6	4.189393e-06	0.000000e+00	0.000000e+00	100
cross	6	4.225664e-06	0.000000e+00	0.000000e+00	100
cross	6	4.261936e-06	0.000000e+00	0.000000e+00	100
cross	6	4.298208e-06	0.000000e+00	0.000000e+00	100
cross	6	4.334480e-06	0.000000e+00	0.000000e+00	100
cross	6	4.370752e-06	0.000000e+00	0.000000e+00	100
cross	6	4.407023e-06	0.000000e+00	0.000000e+00	100
cross	6	4.443295e-06	0.000000e+00	0.000000e+00	100
cross	6	4.479567e-06	0.000000e+00	0.000000e+00	100
cross	6	4.515839e-06	0.000000e+00	0.000000e+00	100
cross	6	4.552111e-06	0.000000e+00	0.000000e+00	100
cross	6	4.588382e-06	0.000000e+00	0.000000e+00	100
cross	6	4.624654e-06	0.000000e+00	0.000000e+00	100
cross	6	4.660926e-06	0.000000e+00	0.000000e+00	100
cross	6	4.697198e-06	0.000000e+00	0.000000e+00	100
cross	6	4.733470e-06	0.000000e+00	0.000000e+00	100
cross	6	4.769741e-06	0.000000e+00	0.000000e+00	100
cross	6	4.806013e-06	0.000000e+00	0.000000e+00	100
cross	6	4.842285e-06	0.000000e+00	0.000000e+00	100
cross	6	4.878557e-06	0.000000e+00	0.000000e+00	100
cross	6	4.914828e-06	0.000000e+00	0.000000e+00	100
cross	6	4.951100e-06	0.000000e+00	0.000000e+00	100
cross	6	4.987372e-06	0.000000e+00	0.000000e+00	100
cross	6	5.023644e-06	0.000000e+00	0.000000e+00	100
cross	6	5.059916e-06	0.000000e+00	0.000000e+00	100
cross	6	5.096187e-06	0.000000e+00	0.000000e+00	100
cross	6	5.132459e-06	0.000000e+00	0.000000e+00	100
cross	6	5.168731e-06	0.000000e+00	0.000000e+00	100
cross	6	5.205003e-06	0.000000e+00	0.000000e+00	100
cross	6	5.241275e-06	0.000000e+00	0.000000e+00	100
cross	6	5.277546e-06	0.000000e+00	0.000000e+00	100
cross	6	5.313818e-06	0.000000e+00	0.000000e+00	100
cross	6	5.350090e-06	0.000000e+00	0.000000e+00	100
cross	6	5.386362e-06	0.000000e+00	0.000000e+00	100
cross	6	5.422634e-06	0.000000e+00	0.000000e+00	100
cross	6	5.458905e-06	0.000000e+00	0.000000e+00	100
cross	6	5.495177e-06	0.000000e+00	0.000000e+00	100
cross	6	5.531449e-06	0.000000e+00	0.000000e+00	100
cross	6	5.567721e-06	0.000000e+00	0.000000e+00	100
cross	6	5.603993e-06	0.000000e+00	0.000000e+00	100
cross	6	5.640264e-06	0.000000e+00	0.000000e+00	100
cross	6	5.676536e-06	0.000000e+00	0.000000e+00	100
cross	6	5.712808e-06	0.000000e+00	0.000000e+00	100
cross	6	5.749080e-06	0.000000e+00	0.000000e+00	100
cross	6	5.785352e-06	0.000000e+00	0.000000e+00	100
cross	6	5.821623e-06	0.000000e+00	0.000000e+00	100
cross	6	5.857895e-06	0.000000e+00	0.000000e+00	100
cross	6	5.894167e-06	0.000000e+00	0.000000e+00	100
cross	6	5.930439e-06	0.000000e+00	0.000000e+00	100
cross	6	5.966711e-06	0.000000e+00	0.000000e+00	100
cross	6	6.002982e-06	0.000000e+00	0.000000e+00	100
cross	6	6.039254e-06	0.000000e+00	0.000000e+00	100
cross	6	6.075526e-06	0.000000e+00	0.000000e+00	100
cross	6	6.111798e-06	0.000000e+00	0.000000e+00	100
cross	6	6.148070e-06	0.000000e+00	0.000000e+00	100
cross	6	6.184341e-06	0.000000e+00	0.000000e+00	100
cross	6	6.220613e-06	0.000000e+00	0.000000e+00	100
cross	6	6.256885e-06	0.000000e+00	0.000000e+00	100
cross	6	6.293157e-06	0.000000e+00	0.000000e+00	100
cross	6	6.329429e-06	0.000000e+00	0.000000e+00	100
cross	6	6.365700e-06	0.000000e+00	0.000000e+00	100
cross	6	6.401972e-06	0.000000e+00	0.000000e+00	100
cross	6	6.438244e-06	0.000000e+00	0.000000e+00	100
cross	6	6.474516e-06	0.000000e+00	0.000000e+00	100
cross	6	6.510788e-06	0.000000e+00	0.000000e+00	100
cross	6	6.547059e-06	0.000000e+00	0.000000e+00	100
cross	6	6.583331e-06	0.000000e+00	0.000000e+00	100
cross	6	6.619603e-06	0.000000e+00	0.000000e+00	100
cross	6	6.655875e-06	0.000000e+00	0.000000e+00	100
cross	6	6.692147e-06	0.000000e+00	0.000000e+00	100
cross	6	6.728418e-06	0.000000e+00	0.000000e+00	100
cross	6	6.764690e-06	0.000000e+00	0.000000e+00	100
cross	6	6.800962e-06	0.000000e+00	0.000000e+00	100
cross	6	6.837234e-06	0.000000e+00	0.000000e+00	100
cross	6	6.873506e-06	0.000000e+00	0.000000e+00	100
cross	6	6.909777e-06	0.000000e+00	0.000000e+00	100
cross	6	6.946049e-06	0.000000e+00	0.000000e+00	100
cross	6	6.982321e-06	0.000000e+00	0.000000e+00	100
cross	6	7.018593e-06	0.000000e+00	0.000000e+00	100
cross	6	7.054865e-06	0.000000e+00	0.000000e+00	100
cross	6	7.091136e-06	0.000000e+00	0.000000e+00	100
cross	6	7.127408e-06	0.000000e+00	0.000000e+00	100
cross	6	7.163680e-06	0.000000e+00	0.000000e+00	100
cross	6	7.199952e-06	0.000000e+00	0.000000e+00	100
cross	6	7.236224e-06	0.000000e+00	0.000000e+00	100
cross	6	7.272495e-06	0.000000e+00	0.000000e+00	100
cross	6	7.308767e-06	0.000000e+00	0.000000e+00	100
cross	6	7.345039e-06	0.000000e+00	0.000000e+00	100
cross	6	7.381311e-06	0.000000e+00	0.000000e+00	100
cross	6	7.417582e-06	0.000000e+00	0.000000e+00	100
cross	6	7.453854e-06	0.000000e+00	0.000000e+00	100
cross	6	7.490126e-06	0.000000e+00	0.000000e+00	100
cross	6	7.526398e-06	0.000000e+00	0.000000e+00	100
cross	6	7.562670e-06	0.000000e+00	0.000000e+00	100
cross	6	7.598941e-06	0.000000e+00	0.000000e+00	100
cross	6	7.635213e-06	0.000000e+00	0.000000e+00	100
cross	6	7.671485e-06	0.000000e+00	0.000000e+00	100
cross	6	7.707757e-06	0.000000e+00	0.000000e+00	100
cross	6	7.744029e-06	0.000000e+00	0.000000e+00	100
cross	6	7.780300e-06	0.000000e+00	0.000000e+00	100
cross	6	7.816572e-06	0.000000e+00	0.000000e+00	100
cross	6	7.852844e-06	0.000000e+00	0.000000e+00	100
cross	6	7.889116e-06	0.000000e+00	0.000000e+00	100
cross	6	7.925388e-06	0.000000e+00	0.000000e+00	100
cross	6	7.961659e-06	0.000000e+00	0.000000e+00	100
cross	6	7.997931e-06	0.000000e+00	0.000000e+00	100
cross	6	8.034203e-06	0.000000e+00	0.000000e+00	100
cross	6	8.070475e-06	0.000000e+00	0.000000e+00	100
cross	6	8.106747e-06	0.000000e+00	0.000000e+00	100
cross	6	8.143018e-06	0.000000e+00	0.000000e+00	100
cross	6	8.179290e-06	0.000000e+00	0.000000e+00	100
cross	6	8.215562e-06	0.000000e+00	0.000000e+00	100
cross	6	8.251834e-06	0.000000e+00	0.000000e+00	100
cross	6	8.288106e-06	0.000000e+00	0.000000e+00	100
cross	6	8.324377e-06	0.000000e+00	0.000000e+00	100
cross	6	8.360649e-06	0.000000e+00	0.000000e+00	100
cross	6	8.396921e-06	0.000000e+00	0.000000e+00	100
cross	6	8.433193e-06	0.000000e+00	0.000000e+00	100
cross	6	8.469465e-06	0.000000e+00	0.000000e+00	100
cross	6	8.505736e-06	0.000000e+00	0.000000e+00	100
cross	6	8.542008e-06	0.000000e+00	0.000000e+00	100
cross	6	8.578280e-06	0.000000e+00	0.000000e+00	100
cross	6	8.614552e-06	0.000000e+00	0.000000e+00	100
cross	6	8.650824e-06	0.000000e+00	0.000000e+00	100
cross	6	8.687095e-06	0.000000e+00	0.000000e+00	100
cross	6	8.723367e-06	0.000000e+00	0.000000e+00	100
cross	6	8.759639e-06	0.000000e+00	0.000000e+00	100
cross	6	8.795911e-06	0.000000e+00	0.000000e+00	100
cross	6	8.832183e-06	0.000000e+00	0.000000e+00	100
cross	6	8.868454e-06	0.000000e+00	0.000000e+00	100
cross	6	8.904726e-06	0.000000e+00	0.000000e+00	100
cross	6	8.940998e-06	0.000000e+00	0.000000e+00	100
cross	6	8.977270e-06	0.000000e+00	0.000000e+00	100
cross	6	9.013542e-06	0.000000e+00	0.000000e+00	100
cross	6	9.049813e-06	0.000000e+00	0.000000e+00	100
cross	6	9.086085e-06	0.000000e+00	0.000000e+00	100
cross	6	9.122357e-06	0.000000e+00	0.000000e+00	100
cross	6	9.158629e-06	0.000000e+00	0.000000e+00	100
cross	6	9.194901e-06	0.000000e+00	0.000000e+00	100
cross	6	9.231172e-06	0.000000e+00	0.000000e+00	100
cross	6	9.267444e-06	0.000000e+00	0.000000e+00	100
cross	6	9.303716e-06	0.000000e+00	0.000000e+00	100
cross	6	9.339988e-06	0.000000e+00	0.000000e+00	100
cross	6	9.376260e-06	0.000000e+00	0.000000e+00	100
cross	6	9.412531e-06	0.000000e+00	0.000000e+00	100
cross	6	9.448803e-06	0.000000e+00	0.000000e+00	100
cross	6	9.485075e-06	0.000000e+00	0.000000e+00	100
cross	6	9.521347e-06	0.000000e+00	0.000000e+00	100
cross	6	9.557619e-06	0.000000e+00	0.000000e+00	100
cross	6	9.593890e-06	0.000000e+00	0.000000e+00	100
cross	6	9.630162e-06	0.000000e+00	0.000000e+00	100
cross	6	9.666434e-06	0.000000e+00	0.000000e+00	100
cross	6	9.702706e-06	0.000000e+00	0.000000e+00	100
cross	6	9.738978e-06	0.000000e+00	0.000000e+00	100
cross	6	9.775249e-06	0.000000e+00	0.000000e+00	100
cross	6	9.811521e-06	0.000000e+00	0.000000e+00	100
cross	6	9.847793e-06	0.000000e+00	0.000000e+00	100
cross	6	9.884065e-06	0.000000e+00	0.000000e+00	100
cross	6	9.920336e-06	0.000000e+00	0.000000e+00	100
cross	6	9.956608e-06	0.000000e+00	0.000000e+00	100
cross	6	9.992880e-06	0.000000e+00	0.000000e+00	100
cross	6	1.002915e-05	0.000000e+00	0.000000e+00	100
cross	6	1.006542e-05	0.000000e+00	0.000000e+00	100
cross	6	1.010170e-05	0.000000e+00	0.000000e+00	100
cross	6	1.013797e-05	0.000000e+00	0.000000e+00	100
cross	6	1.017424e-05	0.000000e+00	0.000000e+00	100
cross	6	1.021051e-05	0.000000e+00	0.000000e+00	100
cross	6	1.024678e-05	0.000000e+00	0.000000e+00	100
cross	6	1.028305e-05	0.000000e+00	0.000000e+00	100
cross	6	1.031933e-05	0.000000e+00	0.000000e+00	100
cross	6	1.035560e-05	0.000000e+00	0.000000e+00	100
cross	6	1.039187e-05	0.000000e+00	0.000000e+00	100
cross	6	1.042814e-05	0.000000e+00	0.000000e+00	100
cross	6	1.046441e-05	0.000000e+00	0.000000e+00	100
cross	6	1.050069e-05	0.000000e+00	0.000000e+00	100
cross	6	1.053696e-05	0.000000e+00	0.000000e+00	100
cross	6	1.057323e-05	0.000000e+00	0.000000e+00	100
cross	6	1.060950e-05	0.000000e+00	0.000000e+00	100
cross	6	1.064577e-05	0.000000e+00	0.000000e+00	100
cross	6	1.068204e-05	0.000000e+00	0.000000e+00	100
cross	6	1.071832e-05	0.000000e+00	0.000000e+00	100
cross	6	1.075459e-05	0.000000e+00	0.000000e+00	100
cross	6	1.079086e-05	0.000000e+00	0.000000e+00	100
cross	6	1.082713e-05	0.000000e+00	0.000000e+00	100
cross	6	1.086340e-05	0.000000e+00	0.000000e+00	100
cross	6	1.094294e-05	0.000000e+00	0.000000e+00	100
cross	6	1.106677e-05	0.000000e+00	0.000000e+00	100
cross	6	1.119201e-05	0.000000e+00	0.000000e+00	100
cross	6	1.131867e-05	0.000000e+00	0.000000e+00	100
cross	6	1.144676e-05	0.000000e+00	0.000000e+00	100
cross	6	1.157629e-05	0.000000e+00	0.000000e+00	100
cross	6	1.170730e-05	0.000000e+00	0.000000e+00	100
cross	6	1.183978e-05	0.000000e+00	0.000000e+00	100
cross	6	1.197377e-05	0.000000e+00	0.000000e+00	100
cross	6	1.210927e-05	0.000000e+00	0.000000e+00	100
cross	6	1.224631e-05	0.000000e+00	0.000000e+00	100
cross	6	1.238490e-05	0.000000e+00	0.000000e+00	100
cross	6	1.252505e-05	0.000000e+00	0.000000e+00	100
cross	6	1.266679e-05	0.000000e+00	0.000000e+00	100
cross	6	1.281014e-05	0.000000e+00	0.000000e+00	100
cross	6	1.295510e-05	0.000000e+00	0.000000e+00	100
cross	6	1.310171e-05	0.000000e+00	0.000000e+00	100
cross	6	1.324998e-05	0.000000e+00	0.000000e+00	100
cross	6	1.339992e-05	0.000000e+00	0.000000e+00	100
cross	6	1.355156e-05	0.000000e+00	0.000000e+00	100
cross	6	1.370492e-05	0.000000e+00	0.000000e+00	100
cross	6	1.386001e-05	0.000000e+00	0.000000e+00	100
cross	6	1.401686e-05	0.000000e+00	0.000000e+00	100
cross	6	1.417548e-05	0.000000e+00	0.000000e+00	100
cross	6	1.433590e-05	0.000000e+00	0.000000e+00	100
cross	6	1.449814e-05	0.000000e+00	0.000000e+00	100
cross	6	1.466221e-05	0.000000e+00	0.000000e+00	100
cross	6	1.482813e-05	0.000000e+00	0.000000e+00	100
cross	6	1.499594e-05	0.000000e+00	0.000000e+00	100
cross	6	1.516564e-05	0.000000e+00	0.000000e+00	100
cross	6	1.533726e-05	0.000000e+00	0.000000e+00	100
cross	6	1.551083e-05	0.000000e+00	0.000000e+00	100
cross	6	1.568636e-05	0.000000e+00	0.000000e+00	100
cross	6	1.586387e-05	0.000000e+00	0.000000e+00	100
cross	6	1.604340e-05	0.000000e+00	0.000000e+00	100
cross	6	1.622495e-05	0.000000e+00	0.000000e+00	100
cross	6	1.640857e-05	0.000000e+00	0.000000e+00	100
cross	6	1.659425e-05	0.000000e+00	0.000000e+00	100
cross	6	1.678204e-05	0.000000e+00	0.000000e+00	100
cross	6	1.697196e-05	0.000000e+00	0.000000e+00	100
cross	6	1.716402e-05	0.000000e+00	0.000000e+00	100
cross	6	1.735826e-05	0.000000e+00	0.000000e+00	100
cross	6	1.755470e-05	0.000000e+00	0.000000e+00	100
cross	6	1.775336e-05	0.000000e+00	0.000000e+00	100
cross	6	1.795427e-05	0.000000e+00	0.000000e+00	100
cross	6	1.815745e-05	0.000000e+00	0.000000e+00	100
cross	6	1.836293e-05	0.000000e+00	0.000000e+00	100
cross	6	1.857073e-05	0.000000e+00	0.000000e+00	100
cross	6	1.878089e-05	0.000000e+00	0.000000e+00	100
cross	6	1.899343e-05	0.000000e+00	0.000000e+00	100
cross	6	1.920837e-05	0.000000e+00	0.000000e+00	100
cross	6	1.942574e-05	0.000000e+00	0.000000e+00	100
cross	6	1.964557e-05	0.000000e+00	0.000000e+00	100
cross	6	1.986789e-05	0.000000e+00	0.000000e+00	100
cross	6	2.009273e-05	0.000000e+00	0.000000e+00	100
cross	6	2.032011e-05	0.000000e+00	0.000000e+00	100
cross	6	2.055007e-05	0.000000e+00	0.000000e+00	100
cross	6	2.078262e-05	0.000000e+00	0.000000e+00	100
cross	6	2.101781e-05	0.000000e+00	0.000000e+00	100
cross	6	2.125566e-05	0.000000e+00	0.000000e+00	100
cross	6	2.149620e-05	0.000000e+00	0.000000e+00	100
cross	6	2.173947e-05	0.000000e+00	0.000000e+00	100
cross	6	2.198548e-05	0.000000e+00	0.000000e+00	100
cross	6	2.223428e-05	0.000000e+00	0.000000e+00	100
cross	6	2.248590e-05	0.000000e+00	0.000000e+00	100
cross	6	2.274036e-05	0.000000e+00	0.000000e+00	100
cross	6	2.299771e-05	0.000000e+00	0.000000e+00	100
cross	6	2.325796e-05	0.000000e+00	0.000000e+00	100
cross	6	2.352116e-05	0.000000e+00	0.000000e+00	100
cross	6	2.378734e-05	0.000000e+00	0.000000e+00	100
cross	6	2.405653e-05	0.000000e+00	0.000000e+00	100
cross	6	2.432877e-05	0.000000e+00	0.000000e+00	100
cross	6	2.460409e-05	0.000000e+00	0.000000e+00	100
cross	6	2.488253e-05	0.000000e+00	0.000000e+00	100
cross	6	2.516411e-05	0.000000e+00	0.000000e+00	100
cross	6	2.544888e-05	0.000000e+00	0.000000e+00	100
cross	6	2.573688e-05	0.000000e+00	0.000000e+00	100
cross	6	2.602813e-05	0.000000e+00	0.000000e+00	100
cross	6	2.632268e-05	0.000000e+00	0.000000e+00	100
cross	6	2.662056e-05	0.000000e+00	0.000000e+00	100
cross	6	2.692182e-05	0.000000e+00	0.000000e+00	100
cross	6	2.722648e-05	0.000000e+00	0.000000e+00	100
cross	6	2.753459e-05	0.000000e+00	0.000000e+00	100
cross	6	2.784619e-05	0.000000e+00	0.000000e+00	100
cross	6	2.816131e-05	0.000000e+00	0.000000e+00	100
cross	6	2.848000e-05	0.000000e+00	0.000000e+00	100
cross	6	2.880230e-05	0.000000e+00	0.000000e+00	100
cross	6	2.912824e-05	0.000000e+00	0.000000e+00	100
cross	6	2.945788e-05	0.000000e+00	0.000000e+00	100
cross	6	2.979124e-05	0.000000e+00	0.000000e+00	100
cross	6	3.012837e-05	0.000000e+00	0.000000e+00	100
cross	6	3.046932e-05	0.000000e+00	0.000000e+00	100
cross	6	3.081413e-05	0.000000e+00	0.000000e+00	100
cross	6	3.116284e-05	0.000000e+00	0.000000e+00	100
cross	6	3.151550e-05	0.000000e+00	0.000000e+00	100
cross	6	3.187215e-05	0.000000e+00	0.000000e+00	100
cross	6	3.223283e-05	0.000000e+00	0.000000e+00	100
cross	6	3.259760e-05	0.000000e+00	0.000000e+00	100
cross	6	3.296649e-05	0.000000e+00	0.000000e+00	100
cross	6	3.333956e-05	0.000000e+00	0.000000e+00	100
cross	6	3.371685e-05	4.772460e+02	8.795420e+02	100
cross	6	3.409841e-05	0.000000e+00	0.000000e+00	100
cross	6	3.448429e-05	0.000000e+00	0.000000e+00	100
cross	6	3.487453e-05	0.000000e+00	0.000000e+00	100
cross	6	3.526919e-05	0.000000e+00	0.000000e+00	100
cross	6	3.566832e-05	0.000000e+00	0.000000e+00	100
cross	6	3.607196e-05	0.000000e+00	0.000000e+00	100
cross	6	3.648017e-05	0.000000e+00	0.000000e+00	100
cross	6	3.689301e-05	0.000000e+00	0.000000e+00	100
cross	6	3.731051e-05	0.000000e+00	0.000000e+00	100
cross	6	3.773274e-05	0.000000e+00	0.000000e+00	100
cross	6	3.815974e-05	0.000000e+00	0.000000e+00	100
cross	6	3.859158e-05	0.000000e+00	0.000000e+00	100
cross	6	3.902831e-05	0.000000e+00	0.000000e+00	100
cross	6	3.946997e-05	0.000000e+00	0.000000e+00	100
cross	6	3.991664e-05	0.000000e+00	0.000000e+00	100
cross	6	4.036836e-05	0.000000e+00	0.000000e+00	100
cross	6	4.082519e-05	0.000000e+00	0.000000e+00	100
cross	6	4.128719e-05	0.000000e+00	0.000000e+00	100
cross	6	4.175442e-05	0.000000e+00	0.000000e+00	100
cross	6	4.222694e-05	0.000000e+00	0.000000e+00	100
cross	6	4.270480e-05	0.000000e+00	0.000000e+00	100
cross	6	4.318808e-05	0.000000e+00	0.000000e+00	100
cross	6	4.367682e-05	0.000000e+00	0.000000e+00	100
cross	6	4.417109e-05	0.000000e+00	0.000000e+00	100
cross	6	4.467096e-05	0.000000e+00	0.000000e+00	100
cross	6	4.517648e-05	0.000000e+00	0.000000e+00	100
cross	6	4.568772e-05	0.000000e+00	0.000000e+00	100
cross	6	4.620475e-05	0.000000e+00	0.000000e+00	100
cross	6	4.672763e-05	0.000000e+00	0.000000e+00	100
cross	6	4.725643e-05	0.000000e+00	0.000000e+00	100
cross	6	4.779121e-05	0.000000e+00	0.000000e+00	100
cross	6	4.833205e-05	0.000000e+00	0.000000e+00	100
cross	6	4.887900e-05	0.000000e+00	0.000000e+00	100
cross	6	4.943214e-05	0.000000e+00	0.000000e+00	100
cross	6	4.999155e-05	0.000000e+00	0.000000e+00	100
cross	6	5.055728e-05	0.000000e+00	0.000000e+00	100
cross	6	5.112942e-05	0.000000e+00	0.000000e+00	100
cross	6	5.170803e-05	0.000000e+00	0.000000e+00	100
cross	6	5.229319e-05	0.000000e+00	0.000000e+00	100
cross	6	5.288497e-05	0.000000e+00	0.000000e+00	100
cross	6	5.348344e-05	0.000000e+00	0.000000e+00	100
cross	6	5.408869e-05	0.000000e+00	0.000000e+00	100
cross	6	5.470079e-05	0.000000e+00	0.000000e+00	100
cross	6	5.531982e-05	0.000000e+00	0.000000e+00	100
cross	6	5.594585e-05	0.000000e+00	0.000000e+00	100
cross	6	5.657897e-05	0.000000e+00	0.000000e+00	100
cross	6	5.721925e-05	0.000000e+00	0.000000e+00	100
cross	6	5.786678e-05	0.000000e+00	0.000000e+00	100
cross	6	5.852163e-05	0.000000e+00	0.000000e+00	100
cross	6	5.918389e-05	0.000000e+00	0.000000e+00	100
cross	6	5.985365e-05	0.000000e+00	0.000000e+00	100
cross	6	6.053099e-05	0.000000e+00	0.000000e+00	100
cross	6	6.121600e-05	0.000000e+00	0.000000e+00	100
cross	6	6.190875e-05	0.000000e+00	0.000000e+00	100
cross	6	6.260935e-05	0.000000e+00	0.000000e+00	100
cross	6	6.331787e-05	0.000000e+00	0.000000e+00	100
cross	6	6.403442e-05	0.000000e+00	0.000000e+00	100
cross	6	6.475907e-05	0.000000e+00	0.000000e+00	100
cross	6	6.549192e-05	0.000000e+00	0.000000e+00	100
cross	6	6.623306e-05	0.000000e+00	0.000000e+00	100
cross	6	6.698260e-05	0.000000e+00	0.000000e+00	100
cross	6	6.774061e-05	0.000000e+00	0.000000e+00	100
cross	6	6.850720e-05	0.000000e+00	0.000000e+00	100
cross	6	6.928247e-05	0.000000e+00	0.000000e+00	100
cross	6	7.006651e-05	0.000000e+00	0.000000e+00	100
cross	6	7.085943e-05	0.000000e+00	0.000000e+00	100
cross	6	7.166131e-05	0.000000e+00	0.000000e+00	100
cross	6	7.247228e-05	0.000000e+00	0.000000e+00	100
cross	6	7.329241e-05	0.000000e+00	0.000000e+00	100
cross	6	7.412183e-05	0.000000e+00	0.000000e+00	100
cross	6	7.496064e-05	0.000000e+00	0.000000e+00	100
cross	6	7.580894e-05	0.000000e+00	0.000000e+00	100
cross	6	7.666684e-05	0.000000e+00	0.000000e+00	100
cross	6	7.753445e-05	0.000000e+00	0.000000e+00	100
cross	6	7.841187e-05	0.000000e+00	0.000000e+00	100
cross	6	7.929923e-05	0.000000e+00	0.000000e+00	100
cross	6	8.019662e-05	0.000000e+00	0.000000e+00	100
cross	6	8.110417e-05	0.000000e+00	0.000000e+00	100
cross	6	8.202200e-05	0.000000e+00	0.000000e+00	100
cross	6	8.295021e-05	0.000000e+00	0.000000e+00	100
cross	6	8.388892e-05	0.000000e+00	0.000000e+00	100
cross	6	8.483826e-05	0.000000e+00	0.000000e+00	100
cross	6	8.579834e-05	0.000000e+00	0.000000e+00	100
cross	6	8.676928e-05	0.000000e+00	0.000000e+00	100
cross	6	8.775121e-05	0.000000e+00	0.000000e+00	100
cross	6	8.874426e-05	0.000000e+00	0.000000e+00	100
cross	6	8.974854e-05	0.000000e+00	0.000000e+00	100
cross	6	9.076419e-05	0.000000e+00	0.000000e+00	100
cross	6	9.179133e-05	0.000000e+00	0.000000e+00	100
cross	6	9.283009e-05	0.000000e+00	0.000000e+00	100
cross	6	9.388061e-05	0.000000e+00	0.000000e+00	100
cross	6	9.494302e-05	0.000000e+00	0.000000e+00	100
cross	6	9.601745e-05	0.000000e+00	0.000000e+00	100
cross	6	9.710404e-05	0.000000e+00	0.000000e+00	100
cross	6	9.820293e-05	0.000000e+00	0.000000e+00	100
cross	6	9.931425e-05	0.000000e+00	0.000000e+00	100
cross	6	1.004381e-04	0.000000e+00	0.000000e+00	100
cross	6	1.015748e-04	0.000000e+00	0.000000e+00	100
cross	6	1.027242e-04	0.000000e+00	0.000000e+00	100
cross	6	1.038867e-04	0.000000e+00	0.000000e+00	100
cross	6	1.050624e-04	0.000000e+00	0.000000e+00	100
cross	6	1.062513e-04	0.000000e+00	0.000000e+00	100
cross	6	1.074537e-04	0.000000e+00	0.000000e+00	100
cross	6	1.086697e-04	0.000000e+00	0.000000e+00	100
cross	6	1.098995e-04	0.000000e+00	0.000000e+00	100
cross	6	1.111432e-04	0.000000e+00	0.000000e+00	100
cross	6	1.124010e-04	0.000000e+00	0.000000e+00	100
cross	6	1.136730e-04	0.000000e+00	0.000000e+00	100
cross	6	1.149593e-04	0.000000e+00	0.000000e+00	100
cross	6	1.162603e-04	0.000000e+00	0.000000e+00	100
cross	6	1.175760e-04	0.000000e+00	0.000000e+00	100
cross	6	1.189065e-04	0.000000e+00	0.000000e+00	100
cross	6	1.202521e-04	0.000000e+00	0.000000e+00	100
cross	6	1.216130e-04	0.000000e+00	0.000000e+00	100
cross	6	1.229892e-04	0.000000e+00	0.000000e+00	100
cross	6	1.243810e-04	0.000000e+00	0.000000e+00	100
cross	6	1.257886e-04	0.000000e+00	0.000000e+00	100
cross	6	1.272121e-04	0.000000e+00	0.000000e+00	100
cross	6	1.286517e-04	0.000000e+00	0.000000e+00	100
cross	6	1.301076e-04	0.000000e+00	0.000000e+00	100
cross	6	1.315800e-04	0.000000e+00	0.000000e+00	100
cross	6	1.330690e-04	0.000000e+00	0.000000e+00	100
cross	6	1.345749e-04	0.000000e+00	0.000000e+00	100
cross	6	1.360978e-04	0.000000e+00	0.000000e+00	100
cross	6	1.376380e-04	0.000000e+00	0.000000e+00	100
cross	6	1.391956e-04	0.000000e+00	0.000000e+00	100
cross	6	1.407708e-04	0.000000e+00	0.000000e+00	100
cross	6	1.423639e-04	0.000000e+00	0.000000e+00	100
cross	6	1.439749e-04	0.000000e+00	0.000000e+00	100
cross	6	1.456042e-04	0.000000e+00	0.000000e+00	100
cross	6	1.472520e-04	0.000000e+00	0.000000e+00	100
cross	6	1.489184e-04	0.000000e+00	0.000000e+00	100
cross	6	1.506036e-04	0.000000e+00	0.000000e+00	100
cross	6	1.523079e-04	0.000000e+00	0.000000e+00	100
cross	6	1.540315e-04	0.000000e+00	0.000000e+00	100
cross	6	1.557747e-04	0.000000e+00	0.000000e+00	100
cross	6	1.575375e-04	0.000000e+00	0.000000e+00	100
cross	6	1.593203e-04	0.000000e+00	0.000000e+00	100
cross	6	1.611232e-04	0.000000e+00	0.000000e+00	100
cross	6	1.629466e-04	0.000000e+00	0.000000e+00	100
cross	6	1.647906e-04	0.000000e+00	0.000000e+00	100
cross	6	1.666555e-04	0.000000e+00	0.000000e+00	100
cross	6	1.685414e-04	0.000000e+00	0.000000e+00	100
